shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
3-16-mjp-7.3.H,-37.8691511185023,144.996499638185,25,1719.41
3-16-mjp-7.3.H,-37.8693073095638,144.997734518318,26,1829.18
3-16-mjp-7.3.H,-37.8694955332167,144.999264105871,27,1965.07
3-16-mjp-7.3.H,-37.8694955332167,144.999264105871,28,1965.07
3-16-mjp-7.3.H,-37.8697779282817,145.001564184864,29,2169.39
3-16-mjp-7.3.H,-37.8697779282817,145.001564184864,30,2169.39
3-16-mjp-7.3.H,-37.8702468830325,145.005303001953,31,2501.7
3-16-mjp-7.3.H,-37.8702468830325,145.005303001953,32,2501.7
3-16-mjp-7.3.H,-37.8706336619178,145.008452933445,33,2781.51
3-16-mjp-7.3.H,-37.8706336619178,145.008452933445,34,2781.51
3-16-mjp-7.3.H,-37.8711231022663,145.012350446765,35,3127.93
3-16-mjp-7.3.H,-37.8711231022663,145.012350446765,36,3127.93
3-16-mjp-7.3.H,-37.8714244096868,145.014718333098,37,3338.46
3-16-mjp-7.3.H,-37.8714244096868,145.014718333098,38,3338.46
3-16-mjp-7.3.H,-37.871788521819,145.017607502379,39,3595.27
3-16-mjp-7.3.H,-37.871788521819,145.017607502379,40,3595.27
3-16-mjp-7.3.H,-37.8722255548133,145.021085910507,41,3904.43
3-16-mjp-7.3.H,-37.8722255548133,145.021085910507,42,3904.43
3-16-mjp-7.3.H,-37.872246054044,145.021233152282,43,3917.55
3-16-mjp-7.3.H,-37.8725192073274,145.02354502356,44,4122.74
3-16-mjp-7.3.H,-37.8726329832465,145.024417361133,45,4200.35
3-16-mjp-7.3.H,-37.8726329832465,145.024417361133,46,4200.35
3-16-mjp-7.3.H,-37.872673973281,145.024711848604,47,4226.59
3-16-mjp-7.3.H,-37.8697096220418,145.02527985023,48,4559.96
3-16-mjp-7.3.H,-37.8697096220418,145.02527985023,49,4559.96
3-16-mjp-7.3.H,-37.8680027274954,145.025598250329,50,4751.81
3-16-mjp-7.3.H,-37.8680027274954,145.025598250329,51,4751.81
3-16-mjp-7.3.H,-37.865909832283,145.026006508082,52,4987.27
3-16-mjp-7.3.H,-37.865909832283,145.026006508082,53,4987.27
3-16-mjp-7.3.H,-37.8656133389992,145.026059890249,54,5020.57
3-16-mjp-7.3.H,-37.8663165403623,145.027689424292,55,5183.59
3-16-mjp-7.3.H,-37.8660468790108,145.027730717123,56,5213.79
3-16-mjp-7.3.H,-37.8660468790108,145.027730717123,57,5213.79
3-16-mjp-7.3.H,-37.8652649180127,145.027853873091,58,5301.41
3-16-mjp-7.3.H,-37.8652649180127,145.027853873091,59,5301.41
3-16-mjp-7.3.H,-37.8651211747106,145.027880440185,60,5317.57
3-16-mjp-7.3.H,-37.8649505985109,145.027919089896,61,5336.84
3-16-mjp-7.3.H,-37.8646539137078,145.027961101316,62,5370.03
3-16-mjp-7.3.H,-37.862479175638,145.028325982787,63,5613.96
3-16-mjp-7.3.H,-37.862479175638,145.028325982787,64,5613.96
3-16-mjp-7.3.H,-37.8623712728307,145.02834022555,65,5626.03
3-16-mjp-7.3.H,-37.8611580795665,145.028543059752,66,5762.1
3-16-mjp-7.3.H,-37.8611580795665,145.028543059752,67,5762.1
3-16-mjp-7.3.H,-37.8590101705689,145.028895821088,68,6002.93
3-16-mjp-7.3.H,-37.8590101705689,145.028895821088,69,6002.93
3-16-mjp-7.3.H,-37.8568262281059,145.02924951887,70,6247.75
3-16-mjp-7.3.H,-37.8568262281059,145.02924951887,71,6247.75
3-16-mjp-7.3.H,-37.8566196199201,145.029289119881,72,6270.99
3-16-mjp-7.3.H,-37.8540847516697,145.02967486661,73,6554.88
3-16-mjp-7.3.H,-37.8540847516697,145.02967486661,74,6554.88
3-16-mjp-7.3.H,-37.8518375592206,145.030018829628,75,6806.58
3-16-mjp-7.3.H,-37.8518375592206,145.030018829628,76,6806.58
3-16-mjp-7.3.H,-37.8516217525725,145.030047304715,77,6830.7
3-16-mjp-7.3.H,-37.8507146274409,145.030230562641,78,6932.84
3-16-mjp-7.3.H,-37.8496725749592,145.030428771184,79,7050.02
3-16-mjp-7.3.H,-37.8496725749592,145.030428771184,80,7050.02
3-16-mjp-7.3.H,-37.8477141971168,145.030799095309,81,7270.19
3-16-mjp-7.3.H,-37.8477141971168,145.030799095309,82,7270.19
3-16-mjp-7.3.H,-37.8457378013455,145.031169876756,83,7492.35
3-16-mjp-7.3.H,-37.8457378013455,145.031169876756,84,7492.35
3-16-mjp-7.3.H,-37.8439501872955,145.03151288798,85,7693.4
3-16-mjp-7.3.H,-37.8439501872955,145.03151288798,86,7693.4
3-16-mjp-7.3.H,-37.8424855231137,145.031767747724,87,7857.79
3-16-mjp-7.3.H,-37.8424855231137,145.031767747724,88,7857.79
3-16-mjp-7.3.H,-37.8400506718901,145.032207473827,89,8131.27
3-16-mjp-7.3.H,-37.8400506718901,145.032207473827,90,8131.27
3-16-mjp-7.3.H,-37.8396823006701,145.032274081659,91,8172.65
3-16-mjp-7.3.H,-37.8385051239796,145.032475815588,92,8304.74
3-16-mjp-7.3.H,-37.8385051239796,145.032475815588,93,8304.74
3-16-mjp-7.3.H,-37.8355669675525,145.032997035891,94,8634.64
3-16-mjp-7.3.H,-37.8355669675525,145.032997035891,95,8634.64
3-16-mjp-7.3.H,-37.8334284166974,145.033371989536,96,8874.7
3-16-mjp-7.3.H,-37.8334284166974,145.033371989536,97,8874.7
3-16-mjp-7.3.H,-37.8333385280844,145.033385739095,98,8884.77
3-16-mjp-7.3.H,-37.8313977676973,145.033732691917,99,9102.71
3-16-mjp-7.3.H,-37.8313977676973,145.033732691917,100,9102.71
3-16-mjp-7.3.H,-37.828909043741,145.034185062999,101,9382.29
3-16-mjp-7.3.H,-37.828909043741,145.034185062999,102,9382.29
3-16-mjp-7.3.H,-37.8287382739345,145.034212318886,103,9401.42
3-16-mjp-7.3.H,-37.8260521316934,145.03471533698,104,9703.36
3-16-mjp-7.3.H,-37.8260521316934,145.03471533698,105,9703.36
3-16-mjp-7.3.H,-37.8241654103448,145.03506077902,106,9915.34
3-16-mjp-7.3.H,-37.8241654103448,145.03506077902,107,9915.34
3-16-mjp-7.3.H,-37.8227189352062,145.03532636165,108,10077.86
3-16-mjp-7.3.H,-37.8227189352062,145.03532636165,109,10077.86
3-16-mjp-7.3.H,-37.8215421263765,145.035550700552,110,10210.19
3-16-mjp-7.3.H,-37.8213715453453,145.03558930551,111,10229.46
3-16-mjp-7.3.H,-37.820554103014,145.035747305536,112,10321.41
3-16-mjp-7.3.H,-37.820554103014,145.035747305536,113,10321.41
3-16-mjp-7.3.H,-37.8188920040943,145.036052654935,114,10508.16
3-16-mjp-7.3.H,-37.8188920040943,145.036052654935,115,10508.16
3-16-mjp-7.3.H,-37.8168615275013,145.036424550773,116,10736.29
3-16-mjp-7.3.H,-37.8168615275013,145.036424550773,117,10736.29
3-16-mjp-7.3.H,-37.8148312378174,145.036807778494,118,10964.54
3-16-mjp-7.3.H,-37.8148312378174,145.036807778494,119,10964.54
3-16-mjp-7.3.H,-37.8121270574931,145.037311063358,120,11268.47
3-16-mjp-7.3.H,-37.8121270574931,145.037311063358,121,11268.47
3-16-mjp-7.3.H,-37.8100967620292,145.0376942367,122,11496.72
3-16-mjp-7.3.H,-37.8100967620292,145.0376942367,123,11496.72
3-16-mjp-7.3.H,-37.8099888565248,145.037708452415,124,11508.79
3-16-mjp-7.3.H,-37.8078958814904,145.038115977432,125,11744.25
3-16-mjp-7.4.H,-37.7993052870864,144.964180477179,1,0.0
3-16-mjp-7.4.H,-37.8017758730189,144.963737839335,2,277.46
3-16-mjp-7.4.H,-37.8023599862308,144.963642292799,3,342.95
3-16-mjp-7.4.H,-37.8023599862308,144.963642292799,4,342.95
3-16-mjp-7.4.H,-37.805693323167,144.963062327503,5,717.08
3-16-mjp-7.4.H,-37.805693323167,144.963062327503,6,717.08
3-16-mjp-7.4.H,-37.8073375688316,144.962778618168,7,901.61
3-16-mjp-7.4.H,-37.8081733276719,144.963164555437,8,1000.53
3-16-mjp-7.4.H,-37.8081733276719,144.963164555437,9,1000.53
3-16-mjp-7.4.H,-37.8095906691793,144.963829849592,10,1168.62
3-16-mjp-7.4.H,-37.8103990099123,144.964193844699,11,1264.02
3-16-mjp-7.4.H,-37.8103990099123,144.964193844699,12,1264.02
3-16-mjp-7.4.H,-37.8132240832052,144.965490718864,13,1598.18
3-16-mjp-7.4.H,-37.8132240832052,144.965490718864,14,1598.18
3-16-mjp-7.4.H,-37.8135328881069,144.965629912992,15,1634.63
3-16-mjp-7.4.H,-37.8163945654462,144.966959966795,16,1973.6
3-16-mjp-7.4.H,-37.8163945654462,144.966959966795,17,1973.6
3-16-mjp-7.4.H,-37.8174572635564,144.967442008412,18,2099.13
3-16-mjp-7.4.H,-37.817829706853,144.967613552413,19,2143.2
3-16-mjp-7.4.H,-37.817829706853,144.967613552413,20,2143.2
3-16-mjp-7.4.H,-37.8184747264645,144.967913943663,21,2219.62
3-16-mjp-7.4.H,-37.8185836002742,144.967956398339,22,2232.29
3-16-mjp-7.4.H,-37.8218629284369,144.969468307645,23,2620.36
3-16-mjp-7.4.H,-37.8218629284369,144.969468307645,24,2620.36
3-16-mjp-7.4.H,-37.8233162682196,144.970132847823,25,2792.18
3-16-mjp-7.4.H,-37.8241429980894,144.970519190968,26,2890.17
3-16-mjp-7.4.H,-37.8241429980894,144.970519190968,27,2890.17
3-16-mjp-7.4.H,-37.8250693964741,144.970936895724,28,2999.52
3-16-mjp-7.4.H,-37.8253597892506,144.97105391462,29,3033.41
3-16-mjp-7.4.H,-37.8261297320577,144.971282774516,30,3121.35
3-16-mjp-7.4.H,-37.8266811464447,144.971381286454,31,3183.27
3-16-mjp-7.4.H,-37.8270602442163,144.971416349966,32,3225.54
3-16-mjp-7.4.H,-37.8274389506331,144.971428701442,33,3267.66
3-16-mjp-7.4.H,-37.8286537891549,144.971327259801,34,3403.04
3-16-mjp-7.4.H,-37.8287979091418,144.971323312442,35,3419.07
3-16-mjp-7.4.H,-37.8287979091418,144.971323312442,36,3419.07
3-16-mjp-7.4.H,-37.8298431703086,144.971317406286,37,3535.3
3-16-mjp-7.4.H,-37.8309076204287,144.971379145933,38,3653.78
3-16-mjp-7.4.H,-37.8313863875074,144.971445566776,39,3707.34
3-16-mjp-7.4.H,-37.8316942077978,144.971528032712,40,3742.33
3-16-mjp-7.4.H,-37.8321390971179,144.97172036745,41,3794.6
3-16-mjp-7.4.H,-37.832275579154,144.97179616533,42,3811.17
3-16-mjp-7.4.H,-37.8326867856479,144.972125773248,43,3865.29
3-16-mjp-7.4.H,-37.8328062305183,144.972258850588,44,3882.98
3-16-mjp-7.4.H,-37.832943299047,144.972368721114,45,3901.02
3-16-mjp-7.4.H,-37.8331823837123,144.972646234957,46,3937.08
3-16-mjp-7.4.H,-37.8336905064403,144.973370885289,47,4022.19
3-16-mjp-7.4.H,-37.8336905064403,144.973370885289,48,4022.19
3-16-mjp-7.4.H,-37.8337643259869,144.973471127471,49,4034.22
3-16-mjp-7.4.H,-37.8341251968007,144.974018016607,50,4096.81
3-16-mjp-7.4.H,-37.8342814514201,144.9741955428,51,4120.15
3-16-mjp-7.4.H,-37.8351322412251,144.974933568837,52,4234.83
3-16-mjp-7.4.H,-37.8357786115373,144.975313590253,53,4314.07
3-16-mjp-7.4.H,-37.8357786115373,144.975313590253,54,4314.07
3-16-mjp-7.4.H,-37.8360789845326,144.975487182783,55,4350.79
3-16-mjp-7.4.H,-37.8388630366234,144.976501934709,56,4672.93
3-16-mjp-7.4.H,-37.8388630366234,144.976501934709,57,4672.93
3-16-mjp-7.4.H,-37.8411755678078,144.977347821374,58,4940.58
3-16-mjp-7.4.H,-37.8411755678078,144.977347821374,59,4940.58
3-16-mjp-7.4.H,-37.8445399877831,144.978574138143,60,5329.88
3-16-mjp-7.4.H,-37.8445399877831,144.978574138143,61,5329.88
3-16-mjp-7.4.H,-37.84484838883,144.978690722744,62,5365.67
3-16-mjp-7.4.H,-37.84755977126,144.979673590698,63,5679.27
3-16-mjp-7.4.H,-37.84755977126,144.979673590698,64,5679.27
3-16-mjp-7.4.H,-37.8498722820968,144.980519664609,65,5946.92
3-16-mjp-7.4.H,-37.8498722820968,144.980519664609,66,5946.92
3-16-mjp-7.4.H,-37.8502169063744,144.98064664144,67,5986.83
3-16-mjp-7.4.H,-37.8530189337906,144.981661267945,68,6310.89
3-16-mjp-7.4.H,-37.8530189337906,144.981661267945,69,6310.89
3-16-mjp-7.4.H,-37.8553040198627,144.982485475092,70,6575.08
3-16-mjp-7.4.H,-37.8553040198627,144.982485475092,71,6575.08
3-16-mjp-7.4.H,-37.8555307656251,144.98257021967,72,6601.37
3-16-mjp-7.4.H,-37.8564919879425,144.982919090299,73,6712.56
3-16-mjp-7.4.H,-37.856938714442,144.982168118172,74,6795.1
3-16-mjp-7.4.H,-37.856938714442,144.982168118172,75,6795.1
3-16-mjp-7.4.H,-37.8579020681795,144.980539210547,76,6973.78
3-16-mjp-7.4.H,-37.8579020681795,144.980539210547,77,6973.78
3-16-mjp-7.4.H,-37.8601528030808,144.976738180724,78,7390.9
3-16-mjp-7.4.H,-37.8601528030808,144.976738180724,79,7390.9
3-16-mjp-7.4.H,-37.8610459718752,144.975224718725,80,7556.78
3-16-mjp-7.4.H,-37.8610459718752,144.975224718725,81,7556.78
3-16-mjp-7.4.H,-37.8623859798738,144.972971500208,82,7804.43
3-16-mjp-7.4.H,-37.8623859798738,144.972971500208,83,7804.43
3-16-mjp-7.4.H,-37.8624472709868,144.972867518746,84,7815.82
3-16-mjp-7.4.H,-37.8625534035873,144.972750941389,85,7831.44
3-16-mjp-7.4.H,-37.8626424996593,144.972691665206,86,7842.63
3-16-mjp-7.4.H,-37.8628841352951,144.972594107568,87,7870.83
3-16-mjp-7.4.H,-37.86302766742,144.972556072953,88,7887.14
3-16-mjp-7.4.H,-37.8633871826738,144.972500751577,89,7927.41
3-16-mjp-7.4.H,-37.8638729979162,144.972453334938,90,7981.59
3-16-mjp-7.4.H,-37.8641436129132,144.972468651927,91,8011.71
3-16-mjp-7.4.H,-37.8643801553038,144.972598574798,92,8040.38
3-16-mjp-7.4.H,-37.8645810591624,144.972752209622,93,8066.47
3-16-mjp-7.4.H,-37.8649576049854,144.973162479467,94,8121.7
3-16-mjp-7.4.H,-37.8652068713272,144.97350803635,95,8162.79
3-16-mjp-7.4.H,-37.8653547074257,144.973719965744,96,8187.62
3-16-mjp-7.4.H,-37.8653547074257,144.973719965744,97,8187.62
3-16-mjp-7.4.H,-37.8655953559189,144.974088497129,98,8229.6
3-16-mjp-7.4.H,-37.8664664961973,144.975485576939,99,8385.88
3-16-mjp-7.4.H,-37.8665508858077,144.975676515176,100,8405.09
3-16-mjp-7.4.H,-37.8669591115964,144.976881675411,101,8520.21
3-16-mjp-7.4.H,-37.867016671893,144.977084717906,102,8539.15
3-16-mjp-7.4.H,-37.8670366397235,144.977197847882,103,8549.32
3-16-mjp-7.4.H,-37.8670366397235,144.977197847882,104,8549.32
3-16-mjp-7.4.H,-37.8671448990539,144.977729165617,105,8597.49
3-16-mjp-7.4.H,-37.8671307885254,144.977956903893,106,8617.54
3-16-mjp-7.4.H,-37.8670195471085,144.978300973195,107,8650.18
3-16-mjp-7.4.H,-37.866962544685,144.978654926816,108,8681.89
3-16-mjp-7.4.H,-37.866948432343,144.978882664433,109,8701.94
3-16-mjp-7.4.H,-37.8669407571968,144.97948535681,110,8754.86
3-16-mjp-7.4.H,-37.8671482050193,144.981071158311,111,8895.96
3-16-mjp-7.4.H,-37.8671482050193,144.981071158311,112,8895.96
3-16-mjp-7.4.H,-37.8675407406715,144.983993309122,113,9156.16
3-16-mjp-7.4.H,-37.8675407406715,144.983993309122,114,9156.16
3-16-mjp-7.4.H,-37.8678729397234,144.986553366267,115,9383.89
3-16-mjp-7.4.H,-37.8678729397234,144.986553366267,116,9383.89
3-16-mjp-7.4.H,-37.8679243914237,144.986927101778,117,9417.2
3-16-mjp-7.4.H,-37.8679531630907,144.987028628595,118,9426.67
3-16-mjp-7.4.H,-37.8679551064193,144.987142253376,119,9436.64
3-16-mjp-7.4.H,-37.8681524738031,144.988671534989,120,9572.66
3-16-mjp-7.4.H,-37.8681524738031,144.988671534989,121,9572.66
3-16-mjp-7.4.H,-37.8683394557264,144.990121532491,122,9701.63
3-16-mjp-7.4.H,-37.8683394557264,144.990121532491,123,9701.63
3-16-mjp-7.4.H,-37.8683703589704,144.990348049444,124,9721.81
3-16-mjp-7.4.H,-37.8688600052274,144.994222571995,125,10066.24
3-16-mjp-7.4.H,-37.8688600052274,144.994222571995,126,10066.24
3-16-mjp-7.4.H,-37.8691511185023,144.996499638185,127,10268.73
3-16-mjp-7.4.H,-37.8691511185023,144.996499638185,128,10268.73
3-16-mjp-7.4.H,-37.8693073095638,144.997734518318,129,10378.51
3-16-mjp-7.4.H,-37.8694955332167,144.999264105871,130,10514.39
3-16-mjp-7.4.H,-37.8694955332167,144.999264105871,131,10514.39
3-16-mjp-7.4.H,-37.8697779282817,145.001564184864,132,10718.72
3-16-mjp-7.4.H,-37.8697779282817,145.001564184864,133,10718.72
3-16-mjp-7.4.H,-37.8702468830325,145.005303001953,134,11051.02
3-16-mjp-7.4.H,-37.8702468830325,145.005303001953,135,11051.02
3-16-mjp-7.4.H,-37.8706336619178,145.008452933445,136,11330.84
3-16-mjp-7.4.H,-37.8706336619178,145.008452933445,137,11330.84
3-16-mjp-7.4.H,-37.8711231022663,145.012350446765,138,11677.25
3-16-mjp-7.4.H,-37.8711231022663,145.012350446765,139,11677.25
3-16-mjp-7.4.H,-37.8714244096868,145.014718333098,140,11887.78
3-16-mjp-7.4.H,-37.8714244096868,145.014718333098,141,11887.78
3-16-mjp-7.4.H,-37.871788521819,145.017607502379,142,12144.59
3-16-mjp-7.4.H,-37.871788521819,145.017607502379,143,12144.59
3-16-mjp-7.4.H,-37.8722255548133,145.021085910507,144,12453.75
3-16-mjp-7.4.H,-37.8722255548133,145.021085910507,145,12453.75
3-16-mjp-7.4.H,-37.872246054044,145.021233152282,146,12466.88
3-16-mjp-7.4.H,-37.8725192073274,145.02354502356,147,12672.06
3-16-mjp-7.4.H,-37.8726329832465,145.024417361133,148,12749.67
3-16-mjp-7.4.H,-37.8726329832465,145.024417361133,149,12749.67
3-16-mjp-7.4.H,-37.872673973281,145.024711848604,150,12775.92
3-16-mjp-7.4.H,-37.8697096220418,145.02527985023,151,13109.29
3-16-mjp-7.4.H,-37.8697096220418,145.02527985023,152,13109.29
3-16-mjp-7.4.H,-37.8680027274954,145.025598250329,153,13301.13
3-16-mjp-7.4.H,-37.8680027274954,145.025598250329,154,13301.13
3-16-mjp-7.4.H,-37.865909832283,145.026006508082,155,13536.59
3-16-mjp-7.4.H,-37.865909832283,145.026006508082,156,13536.59
3-16-mjp-7.4.H,-37.8656133389992,145.026059890249,157,13569.89
3-16-mjp-7.4.H,-37.8663165403623,145.027689424292,158,13732.91
3-16-mjp-7.4.H,-37.8660468790108,145.027730717123,159,13763.12
3-16-mjp-7.4.H,-37.8660468790108,145.027730717123,160,13763.12
3-16-mjp-7.4.H,-37.8652649180127,145.027853873091,161,13850.74
3-16-mjp-7.4.H,-37.8652649180127,145.027853873091,162,13850.74
3-16-mjp-7.4.H,-37.8651211747106,145.027880440185,163,13866.89
3-16-mjp-7.4.H,-37.8649505985109,145.027919089896,164,13886.16
3-16-mjp-7.4.H,-37.8646539137078,145.027961101316,165,13919.35
3-16-mjp-7.4.H,-37.862479175638,145.028325982787,166,14163.29
3-16-mjp-7.4.H,-37.862479175638,145.028325982787,167,14163.29
3-16-mjp-7.4.H,-37.8623712728307,145.02834022555,168,14175.35
3-16-mjp-7.4.H,-37.8611580795665,145.028543059752,169,14311.42
3-16-mjp-7.4.H,-37.8611580795665,145.028543059752,170,14311.42
3-16-mjp-7.4.H,-37.8590101705689,145.028895821088,171,14552.26
3-16-mjp-7.5.H,-37.817829706853,144.967613552413,1,0.0
3-16-mjp-7.5.H,-37.8184747264645,144.967913943663,2,76.42
3-16-mjp-7.5.H,-37.8185836002742,144.967956398339,3,89.09
3-16-mjp-7.5.H,-37.8218629284369,144.969468307645,4,477.16
3-16-mjp-7.5.H,-37.8218629284369,144.969468307645,5,477.16
3-16-mjp-7.5.H,-37.8233162682196,144.970132847823,6,648.99
3-16-mjp-7.5.H,-37.8241429980894,144.970519190968,7,746.98
3-16-mjp-7.5.H,-37.8241429980894,144.970519190968,8,746.98
3-16-mjp-7.5.H,-37.8250693964741,144.970936895724,9,856.33
3-16-mjp-7.5.H,-37.8253597892506,144.97105391462,10,890.21
3-16-mjp-7.5.H,-37.8261297320577,144.971282774516,11,978.16
3-16-mjp-7.5.H,-37.8266811464447,144.971381286454,12,1040.08
3-16-mjp-7.5.H,-37.8270602442163,144.971416349966,13,1082.34
3-16-mjp-7.5.H,-37.8274389506331,144.971428701442,14,1124.47
3-16-mjp-7.5.H,-37.8286537891549,144.971327259801,15,1259.85
3-16-mjp-7.5.H,-37.8287979091418,144.971323312442,16,1275.87
3-16-mjp-7.5.H,-37.8287979091418,144.971323312442,17,1275.87
3-16-mjp-7.5.H,-37.8298431703086,144.971317406286,18,1392.1
3-16-mjp-7.5.H,-37.8309076204287,144.971379145933,19,1510.59
3-16-mjp-7.5.H,-37.8313863875074,144.971445566776,20,1564.14
3-16-mjp-7.5.H,-37.8316942077978,144.971528032712,21,1599.13
3-16-mjp-7.5.H,-37.8321390971179,144.97172036745,22,1651.4
3-16-mjp-7.5.H,-37.832275579154,144.97179616533,23,1667.98
3-16-mjp-7.5.H,-37.8326867856479,144.972125773248,24,1722.09
3-16-mjp-7.5.H,-37.8328062305183,144.972258850588,25,1739.78
3-16-mjp-7.5.H,-37.832943299047,144.972368721114,26,1757.82
3-16-mjp-7.5.H,-37.8331823837123,144.972646234957,27,1793.89
3-16-mjp-7.5.H,-37.8336905064403,144.973370885289,28,1878.99
3-16-mjp-7.5.H,-37.8336905064403,144.973370885289,29,1878.99
3-16-mjp-7.5.H,-37.8337643259869,144.973471127471,30,1891.03
3-16-mjp-7.5.H,-37.8341251968007,144.974018016607,31,1953.61
3-16-mjp-7.5.H,-37.8342814514201,144.9741955428,32,1976.96
3-16-mjp-7.5.H,-37.8351322412251,144.974933568837,33,2091.63
3-16-mjp-7.5.H,-37.8357786115373,144.975313590253,34,2170.88
3-16-mjp-7.5.H,-37.8357786115373,144.975313590253,35,2170.88
3-16-mjp-7.5.H,-37.8360789845326,144.975487182783,36,2207.59
3-16-mjp-7.5.H,-37.8388630366234,144.976501934709,37,2529.73
3-16-mjp-7.5.H,-37.8388630366234,144.976501934709,38,2529.73
3-16-mjp-7.5.H,-37.8411755678078,144.977347821374,39,2797.39
3-16-mjp-7.5.H,-37.8411755678078,144.977347821374,40,2797.39
3-16-mjp-7.5.H,-37.8445399877831,144.978574138143,41,3186.68
3-16-mjp-7.5.H,-37.8445399877831,144.978574138143,42,3186.68
3-16-mjp-7.5.H,-37.84484838883,144.978690722744,43,3222.47
3-16-mjp-7.5.H,-37.84755977126,144.979673590698,44,3536.07
3-16-mjp-7.5.H,-37.84755977126,144.979673590698,45,3536.07
3-16-mjp-7.5.H,-37.8498722820968,144.980519664609,46,3803.73
3-16-mjp-7.5.H,-37.8498722820968,144.980519664609,47,3803.73
3-16-mjp-7.5.H,-37.8502169063744,144.98064664144,48,3843.64
3-16-mjp-7.5.H,-37.8530189337906,144.981661267945,49,4167.69
3-16-mjp-7.5.H,-37.8530189337906,144.981661267945,50,4167.69
3-16-mjp-7.5.H,-37.8553040198627,144.982485475092,51,4431.89
3-16-mjp-7.5.H,-37.8553040198627,144.982485475092,52,4431.89
3-16-mjp-7.5.H,-37.8555307656251,144.98257021967,53,4458.18
3-16-mjp-7.5.H,-37.8564919879425,144.982919090299,54,4569.36
3-16-mjp-7.5.H,-37.856938714442,144.982168118172,55,4651.91
3-16-mjp-7.5.H,-37.856938714442,144.982168118172,56,4651.91
3-16-mjp-7.5.H,-37.8579020681795,144.980539210547,57,4830.59
3-16-mjp-7.5.H,-37.8579020681795,144.980539210547,58,4830.59
3-16-mjp-7.5.H,-37.8601528030808,144.976738180724,59,5247.71
3-16-mjp-7.5.H,-37.8601528030808,144.976738180724,60,5247.71
3-16-mjp-7.5.H,-37.8610459718752,144.975224718725,61,5413.59
3-16-mjp-7.5.H,-37.8610459718752,144.975224718725,62,5413.59
3-16-mjp-7.5.H,-37.8623859798738,144.972971500208,63,5661.23
3-16-mjp-7.5.H,-37.8623859798738,144.972971500208,64,5661.23
3-16-mjp-7.5.H,-37.8624472709868,144.972867518746,65,5672.63
3-16-mjp-7.5.H,-37.8625534035873,144.972750941389,66,5688.25
3-16-mjp-7.5.H,-37.8626424996593,144.972691665206,67,5699.44
3-16-mjp-7.5.H,-37.8628841352951,144.972594107568,68,5727.64
3-16-mjp-7.5.H,-37.86302766742,144.972556072953,69,5743.94
3-16-mjp-7.5.H,-37.8633871826738,144.972500751577,70,5784.21
3-16-mjp-7.5.H,-37.8638729979162,144.972453334938,71,5838.39
3-16-mjp-7.5.H,-37.8641436129132,144.972468651927,72,5868.51
3-16-mjp-7.5.H,-37.8643801553038,144.972598574798,73,5897.18
3-16-mjp-7.5.H,-37.8645810591624,144.972752209622,74,5923.28
3-16-mjp-7.5.H,-37.8649576049854,144.973162479467,75,5978.51
3-16-mjp-7.5.H,-37.8652068713272,144.97350803635,76,6019.6
3-16-mjp-7.5.H,-37.8653547074257,144.973719965744,77,6044.42
3-16-mjp-7.5.H,-37.8653547074257,144.973719965744,78,6044.42
3-16-mjp-7.5.H,-37.8655953559189,144.974088497129,79,6086.41
3-16-mjp-7.5.H,-37.8664664961973,144.975485576939,80,6242.69
3-16-mjp-7.5.H,-37.8665508858077,144.975676515176,81,6261.9
3-16-mjp-7.5.H,-37.8669591115964,144.976881675411,82,6377.01
3-16-mjp-7.5.H,-37.867016671893,144.977084717906,83,6395.95
3-16-mjp-7.5.H,-37.8670366397235,144.977197847882,84,6406.13
3-16-mjp-7.5.H,-37.8670366397235,144.977197847882,85,6406.13
3-16-mjp-7.5.H,-37.8671448990539,144.977729165617,86,6454.3
3-16-mjp-7.5.H,-37.8671307885254,144.977956903893,87,6474.35
3-16-mjp-7.5.H,-37.8670195471085,144.978300973195,88,6506.99
3-16-mjp-7.5.H,-37.866962544685,144.978654926816,89,6538.7
3-16-mjp-7.5.H,-37.866948432343,144.978882664433,90,6558.75
3-16-mjp-7.5.H,-37.8669407571968,144.97948535681,91,6611.66
3-16-mjp-7.5.H,-37.8671482050193,144.981071158311,92,6752.76
3-16-mjp-7.5.H,-37.8671482050193,144.981071158311,93,6752.76
3-16-mjp-7.5.H,-37.8675407406715,144.983993309122,94,7012.96
3-16-mjp-7.5.H,-37.8675407406715,144.983993309122,95,7012.96
3-16-mjp-7.5.H,-37.8678729397234,144.986553366267,96,7240.7
3-16-mjp-7.5.H,-37.8678729397234,144.986553366267,97,7240.7
3-16-mjp-7.5.H,-37.8679243914237,144.986927101778,98,7274.0
3-16-mjp-7.5.H,-37.8679531630907,144.987028628595,99,7283.47
3-16-mjp-7.5.H,-37.8679551064193,144.987142253376,100,7293.45
3-16-mjp-7.5.H,-37.8681524738031,144.988671534989,101,7429.47
3-16-mjp-7.5.H,-37.8681524738031,144.988671534989,102,7429.47
3-16-mjp-7.5.H,-37.8683394557264,144.990121532491,103,7558.44
3-16-mjp-7.5.H,-37.8683394557264,144.990121532491,104,7558.44
3-16-mjp-7.5.H,-37.8683703589704,144.990348049444,105,7578.62
3-16-mjp-7.5.H,-37.8688600052274,144.994222571995,106,7923.05
