,ILOC_CODE_2021,ILOC_NAME_2021,IARE_CODE_2021,IARE_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,STATE_CODE_2021,STATE_NAME_2021,AUS_CODE_2021,AUS_NAME_2021,AREA_ALBERS_SQKM,ASGS_LOCI_URI_2021
271,10702206,Penrith - South,107022,Penrith,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,182.0992,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702206
272,10702207,Penrith - West,107022,Penrith,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,13.794,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702207
273,10702301,La Perouse,107023,Randwick - La Perouse,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,5.2107,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702301
274,10702302,Randwick,107023,Randwick - La Perouse,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,31.1203,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702302
275,10702401,Rockdale,107024,Rockdale,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,33.9677,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702401
276,10702501,Sutherland Shire - East,107025,Sutherland Shire,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,195.0311,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702501
277,10702502,Sutherland Shire - West,107025,Sutherland Shire,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,101.2199,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702502
278,10702601,Alexandria - Darlington - Waterloo,107026,Sydney - City,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,10.9069,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702601
279,10702602,Darlinghurst - Paddington - Surry Hills,107026,Sydney - City,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,6.5893,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702602
280,10702603,Glebe - Prymont - The Rocks,107026,Sydney - City,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,8.0837,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702603
281,10702604,Redfern,107026,Sydney - City,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,0.7817,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702604
282,10702701,Ashfield,107027,Sydney - Inner West,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,8.2829,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702701
283,10702702,Burwood,107027,Sydney - Inner West,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,7.1282,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702702
284,10702703,Canada Bay,107027,Sydney - Inner West,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,19.9117,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702703
285,10702704,Strathfield,107027,Sydney - Inner West,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,13.5779,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702704
286,10702801,Lane Cove - Willoughby,107028,Sydney - Lower North,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,32.9685,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702801
287,10702802,Mosman - North Sydney,107028,Sydney - Lower North,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,19.0774,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702802
288,10702901,Wollondilly,107029,Wollondilly,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,3390.8841,http://linked.data.gov.au/dataset/asgsed3/ILOC/10702901
289,10703001,Wollongong,107030,Wollongong,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,404.1,http://linked.data.gov.au/dataset/asgsed3/ILOC/10703001
290,10703101,Waverley,107031,Woollahra - Waverley,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,9.3506,http://linked.data.gov.au/dataset/asgsed3/ILOC/10703101
291,10703102,Woollahra,107031,Woollahra - Waverley,107,Sydney - Wollongong,1,New South Wales,AUS,Australia,12.2789,http://linked.data.gov.au/dataset/asgsed3/ILOC/10703102
292,19499494,No usual address (NSW),194994,No usual address (NSW),194,No usual address (NSW),1,New South Wales,AUS,Australia,,http://linked.data.gov.au/dataset/asgsed3/ILOC/19499494
293,19799797,Migratory - Offshore - Shipping (NSW),197997,Migratory - Offshore - Shipping (NSW),197,Migratory - Offshore - Shipping (NSW),1,New South Wales,AUS,Australia,,http://linked.data.gov.au/dataset/asgsed3/ILOC/19799797
294,20100101,Keilor,201001,Brimbank,201,Melbourne,2,Victoria,AUS,Australia,59.1766,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100101
295,20100102,Sunshine,201001,Brimbank,201,Melbourne,2,Victoria,AUS,Australia,64.2225,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100102
296,20100201,Cardinia,201002,Cardinia,201,Melbourne,2,Victoria,AUS,Australia,1283.289,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100201
297,20100301,Craigieburn - Sunbury,201003,Craigieburn - Sunbury,201,Melbourne,2,Victoria,AUS,Australia,459.4733,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100301
298,20100401,Cranbourne,201004,Cranbourne - Narre Warren,201,Melbourne,2,Victoria,AUS,Australia,71.9443,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100401
299,20100402,Hallam - Berwick - Pearcedale,201004,Cranbourne - Narre Warren,201,Melbourne,2,Victoria,AUS,Australia,337.4844,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100402
300,20100501,Chelsea,201005,Frankston,201,Melbourne,2,Victoria,AUS,Australia,91.3676,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100501
301,20100502,Frankston - East,201005,Frankston,201,Melbourne,2,Victoria,AUS,Australia,65.276,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100502
302,20100503,Frankston - West,201005,Frankston,201,Melbourne,2,Victoria,AUS,Australia,64.3221,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100503
303,20100601,Greater Dandenong,201006,Greater Dandenong,201,Melbourne,2,Victoria,AUS,Australia,129.5466,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100601
304,20100701,Wantrina - Rowville - Ferntree Gully,201007,Knox,201,Melbourne,2,Victoria,AUS,Australia,118.3018,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100701
305,20100801,Maribyrnong,201008,Maribyrnong - Moonee Valley,201,Melbourne,2,Victoria,AUS,Australia,31.2258,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100801
306,20100802,Moonee Valley,201008,Maribyrnong - Moonee Valley,201,Melbourne,2,Victoria,AUS,Australia,43.1278,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100802
307,20100901,Maroondah,201009,Maroondah,201,Melbourne,2,Victoria,AUS,Australia,61.4097,http://linked.data.gov.au/dataset/asgsed3/ILOC/20100901
308,20101001,Bayside,201010,Melbourne - East,201,Melbourne,2,Victoria,AUS,Australia,37.2111,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101001
309,20101002,Boroondara,201010,Melbourne - East,201,Melbourne,2,Victoria,AUS,Australia,60.0159,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101002
310,20101003,Glen Eira,201010,Melbourne - East,201,Melbourne,2,Victoria,AUS,Australia,64.3418,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101003
311,20101101,Heidelberg,201011,Melbourne - North-East,201,Melbourne,2,Victoria,AUS,Australia,32.6275,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101101
312,20101102,Manningham,201011,Melbourne - North-East,201,Melbourne,2,Victoria,AUS,Australia,115.0277,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101102
313,20101103,Nillumbik,201011,Melbourne - North-East,201,Melbourne,2,Victoria,AUS,Australia,432.2642,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101103
314,20101104,Watsonia,201011,Melbourne - North-East,201,Melbourne,2,Victoria,AUS,Australia,29.9858,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101104
315,20101201,Melbourne - Central,201012,Melbourne - Port Phillip,201,Melbourne,2,Victoria,AUS,Australia,37.5558,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101201
316,20101202,Port Phillip,201012,Melbourne - Port Phillip,201,Melbourne,2,Victoria,AUS,Australia,20.6141,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101202
317,20101203,Yarra,201012,Melbourne - Port Phillip,201,Melbourne,2,Victoria,AUS,Australia,19.5421,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101203
318,20101301,Melton,201013,Melton,201,Melbourne,2,Victoria,AUS,Australia,527.5374,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101301
319,20101401,Mount Waverley,201014,Monash,201,Melbourne,2,Victoria,AUS,Australia,32.2379,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101401
320,20101402,Oakleigh,201014,Monash,201,Melbourne,2,Victoria,AUS,Australia,21.3377,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101402
321,20101403,Wheelers Hill,201014,Monash,201,Melbourne,2,Victoria,AUS,Australia,27.9073,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101403
322,20101501,Broadmeadows,201015,Moreland - Broadmeadows,201,Melbourne,2,Victoria,AUS,Australia,44.3755,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101501
323,20101502,Brunswick,201015,Moreland - Broadmeadows,201,Melbourne,2,Victoria,AUS,Australia,10.6509,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101502
324,20101503,Coburg,201015,Moreland - Broadmeadows,201,Melbourne,2,Victoria,AUS,Australia,18.2677,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101503
325,20101504,Moreland - North,201015,Moreland - Broadmeadows,201,Melbourne,2,Victoria,AUS,Australia,22.0336,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101504
326,20101601,Mornington - East,201016,Mornington Peninsula,201,Melbourne,2,Victoria,AUS,Australia,214.6345,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101601
327,20101602,Mornington - South,201016,Mornington Peninsula,201,Melbourne,2,Victoria,AUS,Australia,423.4201,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101602
328,20101603,Mornington - West,201016,Mornington Peninsula,201,Melbourne,2,Victoria,AUS,Australia,86.1135,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101603
329,20101701,Northcote,201017,Northcote - Preston - Whittlesea,201,Melbourne,2,Victoria,AUS,Australia,14.0275,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101701
330,20101702,Preston,201017,Northcote - Preston - Whittlesea,201,Melbourne,2,Victoria,AUS,Australia,39.4437,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101702
331,20101703,Whittlesea,201017,Northcote - Preston - Whittlesea,201,Melbourne,2,Victoria,AUS,Australia,489.6938,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101703
332,20101801,Box Hill,201018,Whitehorse,201,Melbourne,2,Victoria,AUS,Australia,21.5881,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101801
333,20101802,Nunawading - East,201018,Whitehorse,201,Melbourne,2,Victoria,AUS,Australia,21.5122,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101802
334,20101803,Nunawading - West,201018,Whitehorse,201,Melbourne,2,Victoria,AUS,Australia,21.1754,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101803
335,20101901,Altona,201019,Wyndham - Altona,201,Melbourne,2,Victoria,AUS,Australia,62.2158,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101901
336,20101902,Tarneit - Hoppers Crossing,201019,Wyndham - Altona,201,Melbourne,2,Victoria,AUS,Australia,129.4767,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101902
337,20101903,Werribee - Whyndam Vale,201019,Wyndham - Altona,201,Melbourne,2,Victoria,AUS,Australia,414.6423,http://linked.data.gov.au/dataset/asgsed3/ILOC/20101903
338,20102001,Yarra Ranges,201020,Yarra Ranges,201,Melbourne,2,Victoria,AUS,Australia,2461.5792,http://linked.data.gov.au/dataset/asgsed3/ILOC/20102001
339,20200101,Ballarat,202001,Ballarat,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,1200.4105,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200101
340,20200201,Baw Baw,202002,Baw Baw,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,3996.3353,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200201
341,20200301,Ascot - White Hills,202003,Bendigo,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,67.7769,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200301
342,20200302,Bendigo,202003,Bendigo,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,16.0796,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200302
343,20200303,Bendigo - Surrounds,202003,Bendigo,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,3050.3027,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200303
344,20200304,Eaglehawk,202003,Bendigo,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,32.9308,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200304
345,20200305,East Bendigo,202003,Bendigo,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,30.3518,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200305
346,20200306,Maiden Gully - Kangaroo Flats,202003,Bendigo,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,83.8904,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200306
347,20200401,Campaspe - West,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,3463.4021,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200401
348,20200402,Echuca,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,49.3981,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200402
349,20200403,Kyabram,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,996.4597,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200403
350,20200404,Moira,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,4045.9201,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200404
351,20200405,Shepparton,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,2378.6861,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200405
352,20200501,Castlemaine - Kerang,202005,Castlemaine - Kerang,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,22169.681,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200501
353,20200601,Geelong - Queenscliff,202006,Geelong - Queenscliff,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,1256.6038,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200601
354,20200701,Bairnsdale,202007,Gippsland,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,155.0115,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200701
355,20200702,East Gippsland,202007,Gippsland,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,21556.1072,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200702
356,20200703,Lake Tyers,202007,Gippsland,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,2.0886,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200703
357,20200704,Wellington (Vic.),202007,Gippsland,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,10044.7738,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200704
358,20200801,Moe - Yallourn,202008,Latrobe,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,343.0123,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200801
359,20200802,Morwell,202008,Latrobe,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,85.4861,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200802
360,20200803,Traralgon - Churchill,202008,Latrobe,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,946.1959,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200803
361,20200901,Macedon Ranges,202009,Macedon Ranges - Moorabool,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,1760.4647,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200901
362,20200902,Moorabool,202009,Macedon Ranges - Moorabool,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,2085.4242,http://linked.data.gov.au/dataset/asgsed3/ILOC/20200902
363,20201001,Mildura,202010,Mildura,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,22081.9206,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201001
364,20201101,Bass Coast,202011,South Gippsland - Bass Coast,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,1034.7547,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201101
365,20201102,South Gippsland,202011,South Gippsland - Bass Coast,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,3389.3439,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201102
366,20201201,Corangamite - Golden Plains,202012,South-West Central Victoria,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,12135.4584,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201201
367,20201202,Framlingham,202012,South-West Central Victoria,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,3.0497,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201202
368,20201203,Moyne - Ararat - Pyrenees,202012,South-West Central Victoria,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,13072.1719,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201203
369,20201301,Glenelg North - Heywood,202013,Southern Grampians - Glenelg,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,6121.4257,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201301
370,20201302,Portland,202013,Southern Grampians - Glenelg,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,63.985,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201302
371,20201303,Southern Grampians,202013,Southern Grampians - Glenelg,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,6760.9807,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201303
372,20201401,Swan Hill,202014,Swan Hill,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,15.5557,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201401
373,20201402,Swan Hill  - Robinvale,202014,Swan Hill,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,1119.2312,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201402
374,20201403,Swan Hill  - Surrounds,202014,Swan Hill,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,4932.9783,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201403
375,20201501,Benalla,202015,Upper Goulburn Valley,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,24.2709,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201501
376,20201502,Strathbogie - Mansfield - Murimbindi,202015,Upper Goulburn Valley,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,13589.2457,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201502
377,20201601,Wallan - Seymour,202016,Wallan - Seymour,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,2737.4083,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201601
378,20201701,Warrnambool,202017,Warrnambool,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,182.6156,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201701
379,20201801,Wimmera,202018,Wimmera,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,33955.3042,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201801
380,20201901,Alpine - Towong - Indigo,202019,Wodonga,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,13548.4182,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201901
381,20201902,Wangaratta,202019,Wodonga,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,3645.1096,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201902
382,20201903,Wodonga,202019,Wodonga,202,Victoria exc. Melbourne,2,Victoria,AUS,Australia,433.0021,http://linked.data.gov.au/dataset/asgsed3/ILOC/20201903
383,29499494,No usual address (Vic.),294994,No usual address (Vic.),294,No usual address (Vic.),2,Victoria,AUS,Australia,,http://linked.data.gov.au/dataset/asgsed3/ILOC/29499494
384,29799797,Migratory - Offshore - Shipping (Vic.),297997,Migratory - Offshore - Shipping (Vic.),297,Migratory - Offshore - Shipping (Vic.),2,Victoria,AUS,Australia,,http://linked.data.gov.au/dataset/asgsed3/ILOC/29799797
385,30100101,Beaudesert - Boonah,301001,Beaudesert - Boonah,301,Brisbane,3,Queensland,AUS,Australia,4251.8807,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100101
386,30100201,Brisbane City - Inner East,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,46.6814,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100201
387,30100202,Brisbane City - Inner North,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,18.7263,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100202
388,30100203,Brisbane City - Inner North-West,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,78.6166,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100203
389,30100204,Brisbane City - Inner South,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,9.8168,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100204
390,30100205,Brisbane City - Inner South-West,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,35.9943,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100205
391,30100207,Brisbane City - Outer North,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,244.2783,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100207
392,30100208,Brisbane City - Outer South,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,171.4061,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100208
393,30100209,Brisbane City - Outer West,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,375.852,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100209
394,30100210,Inala - Richlands,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,10.8743,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100210
395,30100211,Wacol - Doolandella - Forest Lake,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,34.0941,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100211
396,30100212,Brisbane City - Outer East,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,135.0789,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100212
397,30100213,Moreton Bay Islands,301002,Brisbane City,301,Brisbane,3,Queensland,AUS,Australia,188.1811,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100213
398,30100302,Bribie - Beachmere,301003,Caboolture,301,Brisbane,3,Queensland,AUS,Australia,255.4465,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100302
399,30100303,Caboolture,301003,Caboolture,301,Brisbane,3,Queensland,AUS,Australia,839.742,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100303
400,30100304,Narangba - Burpengary,301003,Caboolture,301,Brisbane,3,Queensland,AUS,Australia,172.4129,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100304
401,30100401,Caloundra,301004,Caloundra,301,Brisbane,3,Queensland,AUS,Australia,1039.8549,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100401
402,30100501,Esk - Kilcoy,301005,Esk - Kilcoy,301,Brisbane,3,Queensland,AUS,Australia,5370.6539,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100501
403,30100601,Gatton,301006,Gatton - Laidley,301,Brisbane,3,Queensland,AUS,Australia,1576.7593,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100601
404,30100602,Laidley,301006,Gatton - Laidley,301,Brisbane,3,Queensland,AUS,Australia,695.0257,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100602
405,30100702,Broadbeach - Burleigh,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,33.6726,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100702
406,30100703,Coolangatta,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,34.9326,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100703
407,30100704,Gold Coast - North,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,40.6695,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100704
408,30100705,Gold Coast Hinterland,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,303.6558,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100705
409,30100706,Mudgeeraba - Tallebudgera,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,189.0406,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100706
410,30100707,Nerang,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,123.1535,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100707
411,30100708,Ormeau - Oxenford,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,519.8605,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100708
412,30100709,Robina,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,33.6326,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100709
413,30100710,Southport,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,35.0565,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100710
414,30100711,Surfers Paradise,301007,Gold Coast,301,Brisbane,3,Queensland,AUS,Australia,19.7118,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100711
415,30100802,Ipswich,301008,Ipswich,301,Brisbane,3,Queensland,AUS,Australia,974.5118,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100802
416,30100803,Springfield - Redbank,301008,Ipswich,301,Brisbane,3,Queensland,AUS,Australia,103.5925,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100803
417,30100901,Browns Plains,301009,Logan,301,Brisbane,3,Queensland,AUS,Australia,22.9421,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100901
418,30100902,Kingston,301009,Logan,301,Brisbane,3,Queensland,AUS,Australia,8.3457,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100902
419,30100903,Logan - Surrounds,301009,Logan,301,Brisbane,3,Queensland,AUS,Australia,888.0805,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100903
420,30100904,Loganlea,301009,Logan,301,Brisbane,3,Queensland,AUS,Australia,11.3071,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100904
421,30100905,Marsden,301009,Logan,301,Brisbane,3,Queensland,AUS,Australia,17.6279,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100905
422,30100906,Woodridge,301009,Logan,301,Brisbane,3,Queensland,AUS,Australia,9.83,http://linked.data.gov.au/dataset/asgsed3/ILOC/30100906
423,30101001,Maroochy,301010,Maroochy,301,Brisbane,3,Queensland,AUS,Australia,1177.2738,http://linked.data.gov.au/dataset/asgsed3/ILOC/30101001
424,30101101,Noosa,301011,Noosa,301,Brisbane,3,Queensland,AUS,Australia,868.7823,http://linked.data.gov.au/dataset/asgsed3/ILOC/30101101
425,30101201,Pine Rivers - East,301012,Pine Rivers,301,Brisbane,3,Queensland,AUS,Australia,104.8537,http://linked.data.gov.au/dataset/asgsed3/ILOC/30101201
426,30101202,Pine Rivers - West,301012,Pine Rivers,301,Brisbane,3,Queensland,AUS,Australia,668.541,http://linked.data.gov.au/dataset/asgsed3/ILOC/30101202
