SA2_CODE_2021,SA2_NAME_2021,TR_CODE_2021,TR_NAME_2021,STATE_CODE_2021,STATE_NAME_2021,AUS_CODE_2021,AUS_NAME_2021,AREA_ALBERS_SQKM,ASGS_LOCI_URI_2021
119011355,Chullora,1R040,Sydney,1,New South Wales,AUS,Australia,4.0501,http://linked.data.gov.au/dataset/asgsed3/SA2/119011355
117031643,Rosebery - Beaconsfield,1R040,Sydney,1,New South Wales,AUS,Australia,1.6423,http://linked.data.gov.au/dataset/asgsed3/SA2/117031643
117031644,Sydney (North) - Millers Point,1R040,Sydney,1,New South Wales,AUS,Australia,3.2122,http://linked.data.gov.au/dataset/asgsed3/SA2/117031644
117031645,Sydney (South) - Haymarket,1R040,Sydney,1,New South Wales,AUS,Australia,1.081,http://linked.data.gov.au/dataset/asgsed3/SA2/117031645
117031646,Ultimo,1R040,Sydney,1,New South Wales,AUS,Australia,0.5588,http://linked.data.gov.au/dataset/asgsed3/SA2/117031646
117031647,Waterloo,1R040,Sydney,1,New South Wales,AUS,Australia,1.1339,http://linked.data.gov.au/dataset/asgsed3/SA2/117031647
117031648,Zetland,1R040,Sydney,1,New South Wales,AUS,Australia,0.8047,http://linked.data.gov.au/dataset/asgsed3/SA2/117031648
118011339,Bondi - Tamarama - Bronte,1R040,Sydney,1,New South Wales,AUS,Australia,2.4962,http://linked.data.gov.au/dataset/asgsed3/SA2/118011339
118011340,Bondi Beach - North Bondi,1R040,Sydney,1,New South Wales,AUS,Australia,2.4604,http://linked.data.gov.au/dataset/asgsed3/SA2/118011340
118011341,Bondi Junction - Waverly,1R040,Sydney,1,New South Wales,AUS,Australia,2.5235,http://linked.data.gov.au/dataset/asgsed3/SA2/118011341
118011342,Centennial Park,1R040,Sydney,1,New South Wales,AUS,Australia,1.9786,http://linked.data.gov.au/dataset/asgsed3/SA2/118011342
118011344,Dover Heights,1R040,Sydney,1,New South Wales,AUS,Australia,1.8705,http://linked.data.gov.au/dataset/asgsed3/SA2/118011344
118011345,Paddington - Moore Park,1R040,Sydney,1,New South Wales,AUS,Australia,3.725,http://linked.data.gov.au/dataset/asgsed3/SA2/118011345
118011346,Rose Bay - Vaucluse - Watsons Bay,1R040,Sydney,1,New South Wales,AUS,Australia,5.1368,http://linked.data.gov.au/dataset/asgsed3/SA2/118011346
118011347,Woollahra,1R040,Sydney,1,New South Wales,AUS,Australia,1.2805,http://linked.data.gov.au/dataset/asgsed3/SA2/118011347
118011649,Bellevue Hill,1R040,Sydney,1,New South Wales,AUS,Australia,3.1556,http://linked.data.gov.au/dataset/asgsed3/SA2/118011649
118011650,Double Bay - Darling Point,1R040,Sydney,1,New South Wales,AUS,Australia,1.5591,http://linked.data.gov.au/dataset/asgsed3/SA2/118011650
118021564,Kensington (NSW),1R040,Sydney,1,New South Wales,AUS,Australia,2.6423,http://linked.data.gov.au/dataset/asgsed3/SA2/118021564
118021565,Kingsford,1R040,Sydney,1,New South Wales,AUS,Australia,2.0141,http://linked.data.gov.au/dataset/asgsed3/SA2/118021565
118021566,Maroubra - North,1R040,Sydney,1,New South Wales,AUS,Australia,1.8112,http://linked.data.gov.au/dataset/asgsed3/SA2/118021566
118021567,Maroubra - South,1R040,Sydney,1,New South Wales,AUS,Australia,2.065,http://linked.data.gov.au/dataset/asgsed3/SA2/118021567
118021568,Maroubra - West,1R040,Sydney,1,New South Wales,AUS,Australia,2.0464,http://linked.data.gov.au/dataset/asgsed3/SA2/118021568
119021574,Wiley Park,1R040,Sydney,1,New South Wales,AUS,Australia,1.3933,http://linked.data.gov.au/dataset/asgsed3/SA2/119021574
119021659,Campsie - North,1R040,Sydney,1,New South Wales,AUS,Australia,1.5672,http://linked.data.gov.au/dataset/asgsed3/SA2/119021659
119021660,Campsie - South,1R040,Sydney,1,New South Wales,AUS,Australia,1.12,http://linked.data.gov.au/dataset/asgsed3/SA2/119021660
119021661,Canterbury - South,1R040,Sydney,1,New South Wales,AUS,Australia,2.0906,http://linked.data.gov.au/dataset/asgsed3/SA2/119021661
119021662,Earlwood,1R040,Sydney,1,New South Wales,AUS,Australia,5.5897,http://linked.data.gov.au/dataset/asgsed3/SA2/119021662
119021663,Kingsgrove - North,1R040,Sydney,1,New South Wales,AUS,Australia,2.6119,http://linked.data.gov.au/dataset/asgsed3/SA2/119021663
119041378,Kogarah,1R040,Sydney,1,New South Wales,AUS,Australia,2.2197,http://linked.data.gov.au/dataset/asgsed3/SA2/119041378
119041379,Kogarah Bay - Carlton - Allawah,1R040,Sydney,1,New South Wales,AUS,Australia,3.5033,http://linked.data.gov.au/dataset/asgsed3/SA2/119041379
119041380,Monterey - Brighton-le-Sands - Kyeemagh,1R040,Sydney,1,New South Wales,AUS,Australia,3.3799,http://linked.data.gov.au/dataset/asgsed3/SA2/119041380
119041381,Rockdale - Banksia,1R040,Sydney,1,New South Wales,AUS,Australia,3.5762,http://linked.data.gov.au/dataset/asgsed3/SA2/119041381
101031013,Bombala,1R050,Snowy Mountains,1,New South Wales,AUS,Australia,3990.144,http://linked.data.gov.au/dataset/asgsed3/SA2/101031013
101031014,Cooma,1R050,Snowy Mountains,1,New South Wales,AUS,Australia,103.6371,http://linked.data.gov.au/dataset/asgsed3/SA2/101031014
113021262,Tumut Surrounds,1R050,Snowy Mountains,1,New South Wales,AUS,Australia,4613.7431,http://linked.data.gov.au/dataset/asgsed3/SA2/113021262
101031016,Jindabyne - Berridale,1R050,Snowy Mountains,1,New South Wales,AUS,Australia,3939.7888,http://linked.data.gov.au/dataset/asgsed3/SA2/101031016
113021261,Tumut,1R050,Snowy Mountains,1,New South Wales,AUS,Australia,40.3087,http://linked.data.gov.au/dataset/asgsed3/SA2/113021261
113021260,Tumbarumba,1R050,Snowy Mountains,1,New South Wales,AUS,Australia,4520.6743,http://linked.data.gov.au/dataset/asgsed3/SA2/113021260
101031015,Cooma Surrounds,1R050,Snowy Mountains,1,New South Wales,AUS,Australia,6251.0158,http://linked.data.gov.au/dataset/asgsed3/SA2/101031015
101021611,Queanbeyan Surrounds,1R060,Capital Country,1,New South Wales,AUS,Australia,3047.7057,http://linked.data.gov.au/dataset/asgsed3/SA2/101021611
101021007,Braidwood,1R060,Capital Country,1,New South Wales,AUS,Australia,3418.3525,http://linked.data.gov.au/dataset/asgsed3/SA2/101021007
101021008,Karabar,1R060,Capital Country,1,New South Wales,AUS,Australia,6.9825,http://linked.data.gov.au/dataset/asgsed3/SA2/101021008
101021009,Queanbeyan,1R060,Capital Country,1,New South Wales,AUS,Australia,4.762,http://linked.data.gov.au/dataset/asgsed3/SA2/101021009
114021289,Southern Highlands,1R060,Capital Country,1,New South Wales,AUS,Australia,1409.7013,http://linked.data.gov.au/dataset/asgsed3/SA2/114021289
101021010,Queanbeyan - East,1R060,Capital Country,1,New South Wales,AUS,Australia,13.0032,http://linked.data.gov.au/dataset/asgsed3/SA2/101021010
101061544,Young Surrounds,1R060,Capital Country,1,New South Wales,AUS,Australia,5849.8086,http://linked.data.gov.au/dataset/asgsed3/SA2/101061544
101021012,Queanbeyan West - Jerrabomberra,1R060,Capital Country,1,New South Wales,AUS,Australia,13.6748,http://linked.data.gov.au/dataset/asgsed3/SA2/101021012
101051539,Goulburn,1R060,Capital Country,1,New South Wales,AUS,Australia,64.7865,http://linked.data.gov.au/dataset/asgsed3/SA2/101051539
101051540,Goulburn Surrounds,1R060,Capital Country,1,New South Wales,AUS,Australia,9035.1222,http://linked.data.gov.au/dataset/asgsed3/SA2/101051540
101061542,Yass Surrounds,1R060,Capital Country,1,New South Wales,AUS,Australia,5680.5696,http://linked.data.gov.au/dataset/asgsed3/SA2/101061542
101061543,Young,1R060,Capital Country,1,New South Wales,AUS,Australia,505.753,http://linked.data.gov.au/dataset/asgsed3/SA2/101061543
101061541,Yass,1R060,Capital Country,1,New South Wales,AUS,Australia,99.7341,http://linked.data.gov.au/dataset/asgsed3/SA2/101061541
114021284,Bowral,1R060,Capital Country,1,New South Wales,AUS,Australia,55.572,http://linked.data.gov.au/dataset/asgsed3/SA2/114021284
114021285,Hill Top - Colo Vale,1R060,Capital Country,1,New South Wales,AUS,Australia,174.3752,http://linked.data.gov.au/dataset/asgsed3/SA2/114021285
114021286,Mittagong,1R060,Capital Country,1,New South Wales,AUS,Australia,73.7568,http://linked.data.gov.au/dataset/asgsed3/SA2/114021286
114021287,Moss Vale - Berrima,1R060,Capital Country,1,New South Wales,AUS,Australia,118.1152,http://linked.data.gov.au/dataset/asgsed3/SA2/114021287
114021288,Robertson - Fitzroy Falls,1R060,Capital Country,1,New South Wales,AUS,Australia,498.4941,http://linked.data.gov.au/dataset/asgsed3/SA2/114021288
101021610,Googong,1R060,Capital Country,1,New South Wales,AUS,Australia,6.9164,http://linked.data.gov.au/dataset/asgsed3/SA2/101021610
109011176,Lavington,1R070,The Murray,1,New South Wales,AUS,Australia,21.467,http://linked.data.gov.au/dataset/asgsed3/SA2/109011176
109011172,Albury - East,1R070,The Murray,1,New South Wales,AUS,Australia,101.484,http://linked.data.gov.au/dataset/asgsed3/SA2/109011172
109031185,Tocumwal - Finley - Jerilderie,1R070,The Murray,1,New South Wales,AUS,Australia,5011.159,http://linked.data.gov.au/dataset/asgsed3/SA2/109031185
109031184,Moama,1R070,The Murray,1,New South Wales,AUS,Australia,167.0068,http://linked.data.gov.au/dataset/asgsed3/SA2/109031184
109031183,Deniliquin Surrounds,1R070,The Murray,1,New South Wales,AUS,Australia,18337.9454,http://linked.data.gov.au/dataset/asgsed3/SA2/109031183
109031182,Deniliquin,1R070,The Murray,1,New South Wales,AUS,Australia,143.2081,http://linked.data.gov.au/dataset/asgsed3/SA2/109031182
109031181,Corowa Surrounds,1R070,The Murray,1,New South Wales,AUS,Australia,4495.1557,http://linked.data.gov.au/dataset/asgsed3/SA2/109031181
109031180,Corowa,1R070,The Murray,1,New South Wales,AUS,Australia,77.1283,http://linked.data.gov.au/dataset/asgsed3/SA2/109031180
109021179,Wentworth-Balranald Region,1R070,The Murray,1,New South Wales,AUS,Australia,49722.5286,http://linked.data.gov.au/dataset/asgsed3/SA2/109021179
109021178,Wentworth - Buronga,1R070,The Murray,1,New South Wales,AUS,Australia,322.4567,http://linked.data.gov.au/dataset/asgsed3/SA2/109021178
109011173,Albury - North,1R070,The Murray,1,New South Wales,AUS,Australia,24.1552,http://linked.data.gov.au/dataset/asgsed3/SA2/109011173
109011174,Albury - South,1R070,The Murray,1,New South Wales,AUS,Australia,48.1442,http://linked.data.gov.au/dataset/asgsed3/SA2/109011174
109011175,Albury Surrounds,1R070,The Murray,1,New South Wales,AUS,Australia,5401.7533,http://linked.data.gov.au/dataset/asgsed3/SA2/109011175
113031271,Wagga Wagga Surrounds,1R080,Riverina,1,New South Wales,AUS,Australia,9334.6874,http://linked.data.gov.au/dataset/asgsed3/SA2/113031271
113031265,Junee,1R080,Riverina,1,New South Wales,AUS,Australia,1970.8746,http://linked.data.gov.au/dataset/asgsed3/SA2/113031265
113031263,Cootamundra,1R080,Riverina,1,New South Wales,AUS,Australia,1656.1222,http://linked.data.gov.au/dataset/asgsed3/SA2/113031263
109021177,Hay,1R080,Riverina,1,New South Wales,AUS,Australia,13922.8975,http://linked.data.gov.au/dataset/asgsed3/SA2/109021177
113031270,Wagga Wagga - West,1R080,Riverina,1,New South Wales,AUS,Australia,54.9391,http://linked.data.gov.au/dataset/asgsed3/SA2/113031270
113031269,Wagga Wagga - South,1R080,Riverina,1,New South Wales,AUS,Australia,29.4358,http://linked.data.gov.au/dataset/asgsed3/SA2/113031269
113031267,Wagga Wagga - East,1R080,Riverina,1,New South Wales,AUS,Australia,54.0429,http://linked.data.gov.au/dataset/asgsed3/SA2/113031267
113031266,Temora,1R080,Riverina,1,New South Wales,AUS,Australia,3434.2619,http://linked.data.gov.au/dataset/asgsed3/SA2/113031266
113011259,Narrandera,1R080,Riverina,1,New South Wales,AUS,Australia,5409.2764,http://linked.data.gov.au/dataset/asgsed3/SA2/113011259
113031264,Gundagai,1R080,Riverina,1,New South Wales,AUS,Australia,2362.5241,http://linked.data.gov.au/dataset/asgsed3/SA2/113031264
113011256,Griffith (NSW),1R080,Riverina,1,New South Wales,AUS,Australia,56.3332,http://linked.data.gov.au/dataset/asgsed3/SA2/113011256
113011257,Griffith Surrounds,1R080,Riverina,1,New South Wales,AUS,Australia,23020.2045,http://linked.data.gov.au/dataset/asgsed3/SA2/113011257
113011258,Leeton,1R080,Riverina,1,New South Wales,AUS,Australia,373.8747,http://linked.data.gov.au/dataset/asgsed3/SA2/113011258
113031268,Wagga Wagga - North,1R080,Riverina,1,New South Wales,AUS,Australia,53.6776,http://linked.data.gov.au/dataset/asgsed3/SA2/113031268
103041078,Orange - North,1R090,Central NSW,1,New South Wales,AUS,Australia,99.5119,http://linked.data.gov.au/dataset/asgsed3/SA2/103041078
105031106,Wellington,1R090,Central NSW,1,New South Wales,AUS,Australia,3603.4369,http://linked.data.gov.au/dataset/asgsed3/SA2/105031106
105031105,Narromine,1R090,Central NSW,1,New South Wales,AUS,Australia,5956.2535,http://linked.data.gov.au/dataset/asgsed3/SA2/105031105
103011059,Bathurst - East,1R090,Central NSW,1,New South Wales,AUS,Australia,94.0342,http://linked.data.gov.au/dataset/asgsed3/SA2/103011059
103011060,Bathurst Surrounds,1R090,Central NSW,1,New South Wales,AUS,Australia,3798.2628,http://linked.data.gov.au/dataset/asgsed3/SA2/103011060
105031103,Dubbo Surrounds,1R090,Central NSW,1,New South Wales,AUS,Australia,4128.5682,http://linked.data.gov.au/dataset/asgsed3/SA2/105031103
103011612,Bathurst - South,1R090,Central NSW,1,New South Wales,AUS,Australia,37.4794,http://linked.data.gov.au/dataset/asgsed3/SA2/103011612
103021068,Parkes Surrounds,1R090,Central NSW,1,New South Wales,AUS,Australia,5418.1649,http://linked.data.gov.au/dataset/asgsed3/SA2/103021068
103021063,Cowra,1R090,Central NSW,1,New South Wales,AUS,Australia,242.201,http://linked.data.gov.au/dataset/asgsed3/SA2/103021063
103021064,Cowra Surrounds,1R090,Central NSW,1,New South Wales,AUS,Australia,3037.1556,http://linked.data.gov.au/dataset/asgsed3/SA2/103021064
105011094,Coonamble,1R090,Central NSW,1,New South Wales,AUS,Australia,12142.3532,http://linked.data.gov.au/dataset/asgsed3/SA2/105011094
105031102,Dubbo - West,1R090,Central NSW,1,New South Wales,AUS,Australia,69.436,http://linked.data.gov.au/dataset/asgsed3/SA2/105031102
103021062,Condobolin,1R090,Central NSW,1,New South Wales,AUS,Australia,15858.8502,http://linked.data.gov.au/dataset/asgsed3/SA2/103021062
103021065,Forbes,1R090,Central NSW,1,New South Wales,AUS,Australia,4598.0438,http://linked.data.gov.au/dataset/asgsed3/SA2/103021065
103021066,Grenfell,1R090,Central NSW,1,New South Wales,AUS,Australia,3294.0766,http://linked.data.gov.au/dataset/asgsed3/SA2/103021066
103021067,Parkes (NSW),1R090,Central NSW,1,New South Wales,AUS,Australia,234.7555,http://linked.data.gov.au/dataset/asgsed3/SA2/103021067
103021069,West Wyalong,1R090,Central NSW,1,New South Wales,AUS,Australia,8317.473,http://linked.data.gov.au/dataset/asgsed3/SA2/103021069
105031099,Coonabarabran,1R090,Central NSW,1,New South Wales,AUS,Australia,10474.1331,http://linked.data.gov.au/dataset/asgsed3/SA2/105031099
103031072,Mudgee,1R090,Central NSW,1,New South Wales,AUS,Australia,65.8949,http://linked.data.gov.au/dataset/asgsed3/SA2/103031072
103031074,Mudgee Surrounds - West,1R090,Central NSW,1,New South Wales,AUS,Australia,8043.8633,http://linked.data.gov.au/dataset/asgsed3/SA2/103031074
105031100,Dubbo - East,1R090,Central NSW,1,New South Wales,AUS,Australia,87.6912,http://linked.data.gov.au/dataset/asgsed3/SA2/105031100
103041076,Blayney,1R090,Central NSW,1,New South Wales,AUS,Australia,1642.6748,http://linked.data.gov.au/dataset/asgsed3/SA2/103041076
105031104,Gilgandra,1R090,Central NSW,1,New South Wales,AUS,Australia,5393.4381,http://linked.data.gov.au/dataset/asgsed3/SA2/105031104
105031101,Dubbo - South,1R090,Central NSW,1,New South Wales,AUS,Australia,25.4336,http://linked.data.gov.au/dataset/asgsed3/SA2/105031101
103041077,Orange,1R090,Central NSW,1,New South Wales,AUS,Australia,45.2499,http://linked.data.gov.au/dataset/asgsed3/SA2/103041077
103041079,Orange Surrounds,1R090,Central NSW,1,New South Wales,AUS,Australia,4480.0956,http://linked.data.gov.au/dataset/asgsed3/SA2/103041079
103011613,Bathurst - West,1R090,Central NSW,1,New South Wales,AUS,Australia,82.0252,http://linked.data.gov.au/dataset/asgsed3/SA2/103011613
103031073,Mudgee Surrounds - East,1R090,Central NSW,1,New South Wales,AUS,Australia,2852.0843,http://linked.data.gov.au/dataset/asgsed3/SA2/103031073
111021215,Bolton Point - Teralba,1R100,Hunter,1,New South Wales,AUS,Australia,21.9698,http://linked.data.gov.au/dataset/asgsed3/SA2/111021215
111011214,Warners Bay - Boolaroo,1R100,Hunter,1,New South Wales,AUS,Australia,12.54,http://linked.data.gov.au/dataset/asgsed3/SA2/111011214
111011213,Valentine - Eleebana,1R100,Hunter,1,New South Wales,AUS,Australia,9.9748,http://linked.data.gov.au/dataset/asgsed3/SA2/111011213
111011212,Swansea - Caves Beach,1R100,Hunter,1,New South Wales,AUS,Australia,32.4068,http://linked.data.gov.au/dataset/asgsed3/SA2/111011212
111011211,Redhead,1R100,Hunter,1,New South Wales,AUS,Australia,3.6842,http://linked.data.gov.au/dataset/asgsed3/SA2/111011211
111011210,Mount Hutton - Windale,1R100,Hunter,1,New South Wales,AUS,Australia,6.2654,http://linked.data.gov.au/dataset/asgsed3/SA2/111011210
111011209,Glendale - Cardiff - Hillsborough,1R100,Hunter,1,New South Wales,AUS,Australia,21.9176,http://linked.data.gov.au/dataset/asgsed3/SA2/111011209
111011208,Charlestown - Dudley,1R100,Hunter,1,New South Wales,AUS,Australia,22.2795,http://linked.data.gov.au/dataset/asgsed3/SA2/111011208
111011207,Belmont South - Blacksmiths,1R100,Hunter,1,New South Wales,AUS,Australia,6.8068,http://linked.data.gov.au/dataset/asgsed3/SA2/111011207
106031119,Anna Bay,1R100,Hunter,1,New South Wales,AUS,Australia,68.05,http://linked.data.gov.au/dataset/asgsed3/SA2/106031119
111011206,Belmont - Bennetts Green,1R100,Hunter,1,New South Wales,AUS,Australia,22.2102,http://linked.data.gov.au/dataset/asgsed3/SA2/111011206
111031235,Wickham - Carrington - Tighes Hill,1R100,Hunter,1,New South Wales,AUS,Australia,3.5549,http://linked.data.gov.au/dataset/asgsed3/SA2/111031235
111031234,Waratah - North Lambton,1R100,Hunter,1,New South Wales,AUS,Australia,5.114,http://linked.data.gov.au/dataset/asgsed3/SA2/111031234
111031233,Wallsend - Elermore Vale,1R100,Hunter,1,New South Wales,AUS,Australia,21.52,http://linked.data.gov.au/dataset/asgsed3/SA2/111031233
111031232,Stockton - Fullerton Cove,1R100,Hunter,1,New South Wales,AUS,Australia,30.5131,http://linked.data.gov.au/dataset/asgsed3/SA2/111031232
111031231,Shortland - Jesmond,1R100,Hunter,1,New South Wales,AUS,Australia,12.7086,http://linked.data.gov.au/dataset/asgsed3/SA2/111031231
111031230,Newcastle Port - Kooragang,1R100,Hunter,1,New South Wales,AUS,Australia,30.8589,http://linked.data.gov.au/dataset/asgsed3/SA2/111031230
111031229,Newcastle - Cooks Hill,1R100,Hunter,1,New South Wales,AUS,Australia,3.9772,http://linked.data.gov.au/dataset/asgsed3/SA2/111031229
111031228,Merewether - The Junction,1R100,Hunter,1,New South Wales,AUS,Australia,7.2464,http://linked.data.gov.au/dataset/asgsed3/SA2/111031228
111031227,Mayfield - Warabrook,1R100,Hunter,1,New South Wales,AUS,Australia,7.5372,http://linked.data.gov.au/dataset/asgsed3/SA2/111031227
111031226,Maryland - Fletcher - Minmi,1R100,Hunter,1,New South Wales,AUS,Australia,17.2634,http://linked.data.gov.au/dataset/asgsed3/SA2/111031226
111031225,Lambton - New Lambton,1R100,Hunter,1,New South Wales,AUS,Australia,10.5485,http://linked.data.gov.au/dataset/asgsed3/SA2/111031225
111031224,Hamilton - Broadmeadow,1R100,Hunter,1,New South Wales,AUS,Australia,6.7462,http://linked.data.gov.au/dataset/asgsed3/SA2/111031224
106011107,Branxton - Greta - Pokolbin,1R100,Hunter,1,New South Wales,AUS,Australia,392.2862,http://linked.data.gov.au/dataset/asgsed3/SA2/106011107
106011108,Cessnock,1R100,Hunter,1,New South Wales,AUS,Australia,68.9812,http://linked.data.gov.au/dataset/asgsed3/SA2/106011108
106011109,Cessnock Surrounds,1R100,Hunter,1,New South Wales,AUS,Australia,1570.4345,http://linked.data.gov.au/dataset/asgsed3/SA2/106011109
106011110,Dungog,1R100,Hunter,1,New South Wales,AUS,Australia,2249.9983,http://linked.data.gov.au/dataset/asgsed3/SA2/106011110
106011111,Kurri Kurri - Abermain,1R100,Hunter,1,New South Wales,AUS,Australia,90.6145,http://linked.data.gov.au/dataset/asgsed3/SA2/106011111
106011112,Singleton,1R100,Hunter,1,New South Wales,AUS,Australia,127.2317,http://linked.data.gov.au/dataset/asgsed3/SA2/106011112
106011113,Singleton Surrounds,1R100,Hunter,1,New South Wales,AUS,Australia,4067.2348,http://linked.data.gov.au/dataset/asgsed3/SA2/106011113
106021116,Maitland - North,1R100,Hunter,1,New South Wales,AUS,Australia,70.5478,http://linked.data.gov.au/dataset/asgsed3/SA2/106021116
106021614,East Maitland - Metford,1R100,Hunter,1,New South Wales,AUS,Australia,21.6762,http://linked.data.gov.au/dataset/asgsed3/SA2/106021614
106021615,Rutherford (North) - Aberglasslyn,1R100,Hunter,1,New South Wales,AUS,Australia,136.1326,http://linked.data.gov.au/dataset/asgsed3/SA2/106021615
106021616,Rutherford (South) - Telarah,1R100,Hunter,1,New South Wales,AUS,Australia,39.3028,http://linked.data.gov.au/dataset/asgsed3/SA2/106021616
106021617,Tenambit - East Maitland,1R100,Hunter,1,New South Wales,AUS,Australia,17.2818,http://linked.data.gov.au/dataset/asgsed3/SA2/106021617
106021618,Thornton - Millers Forest,1R100,Hunter,1,New South Wales,AUS,Australia,63.0964,http://linked.data.gov.au/dataset/asgsed3/SA2/106021618
111031223,Beresfield - Hexham,1R100,Hunter,1,New South Wales,AUS,Australia,59.2573,http://linked.data.gov.au/dataset/asgsed3/SA2/111031223
106021114,Maitland,1R100,Hunter,1,New South Wales,AUS,Australia,32.0793,http://linked.data.gov.au/dataset/asgsed3/SA2/106021114
106031125,Williamtown - Medowie - Karuah,1R100,Hunter,1,New South Wales,AUS,Australia,365.182,http://linked.data.gov.au/dataset/asgsed3/SA2/106031125
106041127,Muswellbrook Surrounds,1R100,Hunter,1,New South Wales,AUS,Australia,3142.4877,http://linked.data.gov.au/dataset/asgsed3/SA2/106041127
106041126,Muswellbrook,1R100,Hunter,1,New South Wales,AUS,Australia,262.3964,http://linked.data.gov.au/dataset/asgsed3/SA2/106041126
106031123,Seaham - Woodville,1R100,Hunter,1,New South Wales,AUS,Australia,247.4836,http://linked.data.gov.au/dataset/asgsed3/SA2/106031123
106031122,Raymond Terrace,1R100,Hunter,1,New South Wales,AUS,Australia,109.4864,http://linked.data.gov.au/dataset/asgsed3/SA2/106031122
106031121,Nelson Bay Peninsula,1R100,Hunter,1,New South Wales,AUS,Australia,47.4762,http://linked.data.gov.au/dataset/asgsed3/SA2/106031121
111031222,Adamstown - Kotara,1R100,Hunter,1,New South Wales,AUS,Australia,8.0182,http://linked.data.gov.au/dataset/asgsed3/SA2/111031222
111021221,West Wallsend - Barnsley - Killingworth,1R100,Hunter,1,New South Wales,AUS,Australia,72.5413,http://linked.data.gov.au/dataset/asgsed3/SA2/111021221
111021220,Wangi Wangi - Rathmines,1R100,Hunter,1,New South Wales,AUS,Australia,13.1714,http://linked.data.gov.au/dataset/asgsed3/SA2/111021220
111021219,Toronto - Awaba,1R100,Hunter,1,New South Wales,AUS,Australia,43.6626,http://linked.data.gov.au/dataset/asgsed3/SA2/111021219
106041128,Scone,1R100,Hunter,1,New South Wales,AUS,Australia,118.5743,http://linked.data.gov.au/dataset/asgsed3/SA2/106041128
106041129,Scone Surrounds,1R100,Hunter,1,New South Wales,AUS,Australia,7948.9584,http://linked.data.gov.au/dataset/asgsed3/SA2/106041129
111021218,Morisset - Cooranbong,1R100,Hunter,1,New South Wales,AUS,Australia,330.5207,http://linked.data.gov.au/dataset/asgsed3/SA2/111021218
108051167,Gloucester,1R100,Hunter,1,New South Wales,AUS,Australia,2933.8676,http://linked.data.gov.au/dataset/asgsed3/SA2/108051167
111021217,Edgeworth - Cameron Park,1R100,Hunter,1,New South Wales,AUS,Australia,15.6078,http://linked.data.gov.au/dataset/asgsed3/SA2/111021217
111021216,Bonnells Bay - Silverwater,1R100,Hunter,1,New South Wales,AUS,Australia,10.1593,http://linked.data.gov.au/dataset/asgsed3/SA2/111021216
106031120,Lemon Tree Passage - Tanilba Bay,1R100,Hunter,1,New South Wales,AUS,Australia,29.9822,http://linked.data.gov.au/dataset/asgsed3/SA2/106031120
110021192,Inverell Surrounds - East,1R140,New England North West,1,New South Wales,AUS,Australia,9270.8567,http://linked.data.gov.au/dataset/asgsed3/SA2/110021192
110021193,Inverell Surrounds - West,1R140,New England North West,1,New South Wales,AUS,Australia,8283.6399,http://linked.data.gov.au/dataset/asgsed3/SA2/110021193
110021194,Tenterfield,1R140,New England North West,1,New South Wales,AUS,Australia,7324.3072,http://linked.data.gov.au/dataset/asgsed3/SA2/110021194
110031196,Moree Surrounds,1R140,New England North West,1,New South Wales,AUS,Australia,19807.3163,http://linked.data.gov.au/dataset/asgsed3/SA2/110031196
110031197,Narrabri,1R140,New England North West,1,New South Wales,AUS,Australia,180.363,http://linked.data.gov.au/dataset/asgsed3/SA2/110031197
110031198,Narrabri Surrounds,1R140,New England North West,1,New South Wales,AUS,Australia,11965.644,http://linked.data.gov.au/dataset/asgsed3/SA2/110031198
110041199,Gunnedah,1R140,New England North West,1,New South Wales,AUS,Australia,90.1551,http://linked.data.gov.au/dataset/asgsed3/SA2/110041199
110041200,Gunnedah Surrounds,1R140,New England North West,1,New South Wales,AUS,Australia,5765.8611,http://linked.data.gov.au/dataset/asgsed3/SA2/110041200
110041201,Quirindi,1R140,New England North West,1,New South Wales,AUS,Australia,5077.8424,http://linked.data.gov.au/dataset/asgsed3/SA2/110041201
110041202,Tamworth - East,1R140,New England North West,1,New South Wales,AUS,Australia,102.1806,http://linked.data.gov.au/dataset/asgsed3/SA2/110041202
110041203,Tamworth - North,1R140,New England North West,1,New South Wales,AUS,Australia,76.0422,http://linked.data.gov.au/dataset/asgsed3/SA2/110041203
110041204,Tamworth - West,1R140,New England North West,1,New South Wales,AUS,Australia,62.5221,http://linked.data.gov.au/dataset/asgsed3/SA2/110041204
110041205,Tamworth Surrounds,1R140,New England North West,1,New South Wales,AUS,Australia,8980.4841,http://linked.data.gov.au/dataset/asgsed3/SA2/110041205
110011189,Walcha,1R140,New England North West,1,New South Wales,AUS,Australia,6742.5353,http://linked.data.gov.au/dataset/asgsed3/SA2/110011189
110031195,Moree,1R140,New England North West,1,New South Wales,AUS,Australia,69.3971,http://linked.data.gov.au/dataset/asgsed3/SA2/110031195
110011186,Armidale,1R140,New England North West,1,New South Wales,AUS,Australia,274.5996,http://linked.data.gov.au/dataset/asgsed3/SA2/110011186
110011187,Armidale Surrounds - North,1R140,New England North West,1,New South Wales,AUS,Australia,6098.2353,http://linked.data.gov.au/dataset/asgsed3/SA2/110011187
110011188,Armidale Surrounds - South,1R140,New England North West,1,New South Wales,AUS,Australia,3280.2792,http://linked.data.gov.au/dataset/asgsed3/SA2/110011188
110021190,Glen Innes,1R140,New England North West,1,New South Wales,AUS,Australia,5479.977,http://linked.data.gov.au/dataset/asgsed3/SA2/110021190
